event_name,gender,nationality,age_group,division,total_time,work_time,roxzone_time,run_time
S4 2021 London,male,GBR,25-29,pro,01:28:38,00:37:53,00:05:43,00:45:02
S4 2021 London,male,GBR,30-34,pro,01:29:16,00:36:46,00:06:43,00:45:47
S4 2021 London,male,GBR,35-39,pro,01:31:31,00:45:27,00:06:27,00:39:37
S4 2021 London,male,GBR,35-39,pro,01:32:49,00:48:49,00:05:13,00:38:47
S4 2021 London,male,GBR,30-34,pro,01:37:45,00:42:12,00:08:53,00:46:40
S4 2021 London,male,GBR,25-29,pro,01:40:56,00:41:28,00:07:24,00:52:04
S4 2021 London,male,GBR,40-44,pro,01:43:37,00:47:30,00:08:20,00:47:47
S4 2021 London,male,GBR,30-34,pro,01:49:35,00:48:01,00:09:34,00:52:00
S4 2021 London,male,GBR,25-29,pro,01:52:51,00:47:40,00:07:01,00:58:10
S4 2021 London,male,GBR,35-39,pro,01:56:42,00:56:12,00:08:31,00:51:59
S4 2021 London,female,GBR,30-34,pro,01:12:10,00:29:07,00:05:23,00:37:40
S4 2021 London,female,IRL,40-44,pro,01:15:49,00:34:27,00:04:17,00:37:05
S4 2021 London,female,GBR,30-34,pro,01:15:59,00:35:20,00:04:11,00:36:28
S4 2021 London,female,GBR,16-24,pro,01:18:41,00:36:50,00:04:05,00:37:46
S4 2021 London,female,GBR,30-34,pro,01:19:24,00:30:33,00:05:09,00:43:42
S4 2021 London,female,GBR,16-24,pro,01:21:46,00:34:56,00:04:34,00:42:16
S4 2021 London,female,GBR,25-29,pro,01:24:01,00:42:00,00:04:10,00:37:51
S4 2021 London,female,GBR,30-34,pro,01:28:51,00:37:20,00:05:56,00:45:35
S4 2021 London,female,GBR,30-34,pro,01:29:42,00:38:07,00:06:40,00:44:55
S4 2021 London,female,GBR,30-34,pro,01:31:34,00:34:48,00:05:32,00:51:14
S4 2021 London,female,ITA,30-34,pro,01:33:58,00:43:44,00:06:09,00:44:05
S4 2021 London,female,GBR,40-44,pro,01:50:55,00:44:53,00:09:24,00:56:38
S4 2021 London,female,GBR,30-34,pro,01:11:35,00:27:12,00:04:57,00:39:26
S4 2021 London,female,GBR,25-29,pro,01:15:44,00:30:02,00:05:34,00:40:08
S4 2021 London,female,GBR,30-34,pro,01:15:56,00:35:34,00:04:26,00:35:56
S4 2021 London,female,GBR,30-34,pro,01:16:43,00:33:05,00:04:47,00:38:51
S4 2021 London,female,GBR,25-29,pro,01:19:00,00:34:35,00:04:29,00:39:56
S4 2021 London,female,GBR,25-29,pro,01:21:32,00:30:39,00:04:57,00:45:56
S4 2021 London,female,GBR,30-34,pro,01:21:47,00:31:31,00:05:16,00:45:00
S4 2021 London,female,GBR,30-34,pro,01:25:26,00:33:18,00:05:02,00:47:06
S4 2021 London,female,GBR,25-29,pro,01:29:11,00:38:09,00:05:31,00:45:31
S4 2021 London,female,GBR,30-34,pro,01:30:37,00:37:30,00:06:28,00:46:39
S4 2021 London,female,GBR,35-39,pro,01:33:31,00:47:17,00:06:11,00:40:03
S4 2021 London,female,GBR,25-29,pro,01:40:31,00:50:24,00:07:17,00:42:50
S5 2023 London,male,GBR,30-34,open,01:00:27,00:24:01,00:03:14,00:33:12
S5 2023 London,male,GBR,30-34,open,01:01:35,00:25:06,00:03:13,00:33:16
S5 2023 London,male,GBR,25-29,open,01:02:59,00:25:29,00:03:15,00:34:15
S5 2023 London,male,GBR,16-24,open,01:04:13,00:28:29,00:04:14,00:31:30
S5 2023 London,male,GBR,25-29,open,01:04:30,00:27:43,00:03:38,00:33:09
S5 2023 London,male,GBR,30-34,open,01:04:33,00:25:09,00:03:44,00:35:40
S5 2023 London,male,GBR,30-34,open,01:04:51,00:25:50,00:03:35,00:35:26
S5 2023 London,male,GBR,35-39,open,01:05:09,00:25:35,00:04:00,00:35:34
S5 2023 London,male,GBR,35-39,open,01:05:38,00:27:07,00:04:21,00:34:10
S5 2023 London,male,GBR,30-34,open,01:06:08,00:24:40,00:03:30,00:37:58
S5 2023 London,male,GBR,35-39,open,01:06:29,00:27:39,00:04:09,00:34:41
S5 2023 London,male,SUI,35-39,open,01:07:04,00:28:06,00:03:29,00:35:29
S5 2023 London,male,GBR,50-54,open,01:07:11,00:29:27,00:05:05,00:32:39
S5 2023 London,male,GBR,40-44,open,01:07:21,00:27:26,00:03:52,00:36:03
S5 2023 London,male,GBR,40-44,open,01:07:23,00:28:36,00:04:00,00:34:47
S5 2023 London,male,GBR,35-39,open,01:07:32,00:28:53,00:03:49,00:34:50
S5 2023 London,male,GBR,16-24,open,01:07:40,00:27:24,00:04:28,00:35:48
S5 2023 London,male,GBR,30-34,open,01:07:45,00:28:17,00:03:40,00:35:48
S5 2023 London,male,GBR,35-39,open,01:07:54,00:26:47,00:03:36,00:37:31
S5 2023 London,male,GBR,30-34,open,01:07:57,00:27:34,00:03:57,00:36:26
S5 2023 London,male,GBR,40-44,open,01:08:03,00:26:31,00:04:17,00:37:15
S5 2023 London,male,GBR,30-34,open,01:08:17,00:29:09,00:03:31,00:35:37
S5 2023 London,male,GBR,45-49,open,01:08:25,00:31:23,00:03:25,00:33:37
S5 2023 London,male,GBR,30-34,open,01:08:38,00:25:39,00:04:13,00:38:46
S5 2023 London,male,GBR,35-39,open,01:08:42,00:28:15,00:03:44,00:36:43
S5 2023 London,male,GBR,25-29,open,01:08:46,00:25:10,00:05:22,00:38:14
S5 2023 London,male,GBR,50-54,open,01:08:49,00:29:07,00:04:00,00:35:42
S5 2023 London,male,ITA,35-39,open,01:08:53,00:29:19,00:04:04,00:35:30
S5 2023 London,male,GBR,25-29,open,01:08:55,00:30:21,00:03:47,00:34:47
S5 2023 London,male,GBR,35-39,open,01:09:01,00:28:15,00:04:02,00:36:44
S5 2023 London,male,GBR,30-34,open,01:09:09,00:28:35,00:03:32,00:37:02
S5 2023 London,male,GBR,40-44,open,01:09:18,00:27:37,00:04:25,00:37:16
S5 2023 London,male,GBR,30-34,open,01:09:26,00:29:39,00:04:05,00:35:42
S5 2023 London,male,GBR,40-44,open,01:09:30,00:29:53,00:03:57,00:35:40
S5 2023 London,male,GBR,45-49,open,01:09:31,00:30:34,00:04:06,00:34:51
S5 2023 London,male,GBR,50-54,open,01:09:33,00:28:29,00:04:33,00:36:31
S5 2023 London,male,GBR,35-39,open,01:09:42,00:28:48,00:05:23,00:35:31
S5 2023 London,male,GBR,40-44,open,01:09:47,00:28:10,00:04:12,00:37:25
S5 2023 London,male,IRL,30-34,open,01:09:49,00:31:06,00:03:20,00:35:23
S5 2023 London,male,GBR,35-39,open,01:09:51,00:30:28,00:03:50,00:35:33
S5 2023 London,male,GBR,30-34,open,01:09:55,00:27:40,00:04:42,00:37:33
S5 2023 London,male,GBR,40-44,open,01:10:03,00:30:45,00:04:19,00:34:59
S5 2023 London,male,GBR,35-39,open,01:10:06,00:29:31,00:04:40,00:35:55
S5 2023 London,male,GBR,40-44,open,01:10:09,00:28:54,00:05:03,00:36:12
S5 2023 London,male,GBR,30-34,open,01:10:10,00:29:01,00:04:12,00:36:57
S5 2023 London,male,GBR,35-39,open,01:10:19,00:26:19,00:05:15,00:38:45
S5 2023 London,male,GBR,30-34,open,01:10:24,00:30:30,00:03:38,00:36:16
S5 2023 London,male,GBR,35-39,open,01:10:36,00:28:57,00:03:57,00:37:42
S5 2023 London,male,AUS,35-39,open,01:10:52,00:29:16,00:04:00,00:37:36
S5 2023 London,male,GBR,25-29,open,01:10:55,00:33:07,00:03:28,00:34:20
S5 2023 London,male,GBR,25-29,open,00:59:05,00:25:53,00:03:06,00:30:06
S5 2023 London,male,GBR,25-29,open,01:01:17,00:26:26,00:03:34,00:31:17
S5 2023 London,male,GBR,40-44,open,01:02:37,00:25:25,00:03:35,00:33:37
S5 2023 London,male,GBR,30-34,open,01:03:15,00:25:11,00:03:51,00:34:13
S5 2023 London,male,GBR,35-39,open,01:04:14,00:28:24,00:03:51,00:31:59
S5 2023 London,male,GBR,40-44,open,01:04:31,00:27:30,00:03:26,00:33:35
S5 2023 London,male,GBR,35-39,open,01:04:45,00:26:49,00:03:36,00:34:20
S5 2023 London,male,GBR,35-39,open,01:04:59,00:25:47,00:03:17,00:35:55
S5 2023 London,male,GBR,25-29,open,01:05:09,00:27:52,00:03:14,00:34:03
S5 2023 London,male,IRL,35-39,open,01:05:46,00:25:26,00:03:28,00:36:52
S5 2023 London,male,GBR,25-29,open,01:06:28,00:28:17,00:04:23,00:33:48
S5 2023 London,male,GBR,45-49,open,01:06:48,00:29:26,00:03:57,00:33:25
S5 2023 London,male,GBR,25-29,open,01:07:05,00:28:53,00:04:15,00:33:57
S5 2023 London,male,GBR,30-34,open,01:07:20,00:27:36,00:03:50,00:35:54
S5 2023 London,male,GBR,25-29,open,01:07:22,00:28:15,00:04:04,00:35:03
S5 2023 London,male,GBR,40-44,open,01:07:26,00:27:05,00:03:51,00:36:30
S5 2023 London,male,GBR,30-34,open,01:07:37,00:29:10,00:03:42,00:34:45
S5 2023 London,male,GBR,35-39,open,01:07:42,00:28:35,00:04:15,00:34:52
S5 2023 London,male,BEL,35-39,open,01:07:46,00:29:51,00:03:35,00:34:20
S5 2023 London,male,GBR,25-29,open,01:07:55,00:27:56,00:03:31,00:36:28
S5 2023 London,male,ENG,30-34,open,01:08:01,00:29:27,00:04:33,00:34:01
S5 2023 London,male,ENG,16-24,open,01:08:04,00:28:27,00:04:04,00:35:33
S5 2023 London,male,GBR,16-24,open,01:08:20,00:29:06,00:03:49,00:35:25
S5 2023 London,male,GBR,40-44,open,01:08:26,00:29:23,00:04:36,00:34:27
S5 2023 London,male,GBR,35-39,open,01:08:41,00:28:41,00:03:44,00:36:16
S5 2023 London,male,GBR,35-39,open,01:08:44,00:27:51,00:04:04,00:36:49
S5 2023 London,male,GBR,40-44,open,01:08:47,00:29:35,00:03:36,00:35:36
S5 2023 London,male,GBR,40-44,open,01:08:53,00:27:45,00:03:56,00:37:12
S5 2023 London,male,GBR,30-34,open,01:08:54,00:28:39,00:03:36,00:36:39
S5 2023 London,male,GBR,30-34,open,01:08:58,00:29:11,00:03:56,00:35:51
S5 2023 London,male,GBR,30-34,open,01:09:04,00:29:16,00:03:42,00:36:06
S5 2023 London,male,GBR,30-34,open,01:09:11,00:30:40,00:03:48,00:34:43
S5 2023 London,male,GBR,25-29,open,01:09:20,00:27:56,00:03:33,00:37:51
S5 2023 London,male,GBR,40-44,open,01:09:27,00:30:06,00:03:48,00:35:33
S5 2023 London,male,GBR,35-39,open,01:09:31,00:28:18,00:04:04,00:37:09
S5 2023 London,male,GBR,35-39,open,01:09:32,00:26:38,00:04:33,00:38:21
S5 2023 London,male,GBR,30-34,open,01:09:38,00:30:48,00:04:23,00:34:27
S5 2023 London,male,GBR,40-44,open,01:09:46,00:29:34,00:03:51,00:36:21
S5 2023 London,male,GBR,35-39,open,01:09:48,00:29:12,00:03:46,00:36:50
S5 2023 London,male,GBR,35-39,open,01:09:50,00:28:18,00:04:56,00:36:36
S5 2023 London,male,GBR,40-44,open,01:09:53,00:28:49,00:03:37,00:37:27
S5 2023 London,male,GBR,40-44,open,01:09:58,00:29:49,00:04:14,00:35:55
S5 2023 London,male,GBR,30-34,open,01:10:04,00:30:11,00:03:41,00:36:12
S5 2023 London,male,GBR,30-34,open,01:10:07,00:28:02,00:04:28,00:37:37
S5 2023 London,male,GBR,25-29,open,01:10:10,00:24:53,00:04:34,00:40:43
S5 2023 London,male,GBR,40-44,open,01:10:11,00:30:44,00:03:49,00:35:38
S5 2023 London,male,GBR,35-39,open,01:10:20,00:30:48,00:04:11,00:35:21
S5 2023 London,male,GBR,30-34,open,01:10:32,00:31:14,00:03:42,00:35:36
S5 2023 London,male,GBR,45-49,open,01:10:42,00:26:56,00:04:20,00:39:26
S5 2023 London,male,IRL,25-29,open,01:10:55,00:30:24,00:04:20,00:36:11
S5 2023 London,male,GBR,40-44,open,01:11:02,00:30:32,00:04:20,00:36:10
S5 2023 London,male,GBR,35-39,open,01:11:06,00:31:19,00:03:38,00:36:09
S5 2023 London,male,GBR,50-54,open,01:11:09,00:31:55,00:04:06,00:35:08
S5 2023 London,male,IRL,30-34,open,01:11:13,00:30:53,00:03:52,00:36:28
S5 2023 London,male,GBR,25-29,open,01:11:20,00:29:14,00:03:53,00:38:13
S5 2023 London,male,GBR,30-34,open,01:11:21,00:31:18,00:04:17,00:35:46
S5 2023 London,male,GBR,30-34,open,01:11:29,00:27:25,00:04:11,00:39:53
S5 2023 London,male,GBR,45-49,open,01:11:34,00:32:56,00:03:51,00:34:47
S5 2023 London,male,GBR,50-54,open,01:11:38,00:32:07,00:04:36,00:34:55
S5 2023 London,male,GBR,25-29,open,01:11:45,00:31:06,00:04:42,00:35:57
S5 2023 London,male,GBR,40-44,open,01:11:48,00:31:38,00:04:25,00:35:45
S5 2023 London,male,GBR,40-44,open,01:11:51,00:33:14,00:03:45,00:34:52
S5 2023 London,male,GBR,16-24,open,01:11:59,00:32:55,00:04:03,00:35:01
S5 2023 London,male,GBR,40-44,open,01:12:08,00:26:03,00:05:42,00:40:23
S5 2023 London,male,GBR,30-34,open,01:12:11,00:31:28,00:04:34,00:36:09
S5 2023 London,male,GBR,30-34,open,01:12:26,00:30:37,00:04:18,00:37:31
S5 2023 London,male,GBR,45-49,open,01:12:29,00:29:11,00:04:20,00:38:58
S5 2023 London,male,GBR,30-34,open,01:12:30,00:29:17,00:03:56,00:39:17
S5 2023 London,male,GBR,25-29,open,01:12:32,00:31:32,00:04:41,00:36:19
S5 2023 London,male,GBR,30-34,open,01:12:34,00:28:19,00:07:38,00:36:37
S5 2023 London,male,GBR,30-34,open,01:12:35,00:31:05,00:05:04,00:36:26
S5 2023 London,male,ENG,25-29,open,01:12:41,00:28:50,00:04:24,00:39:27
S5 2023 London,male,GBR,35-39,open,01:12:46,00:28:47,00:04:42,00:39:17
S5 2023 London,male,GBR,30-34,open,01:12:53,00:28:43,00:05:15,00:38:55
S5 2023 London,male,GBR,30-34,open,01:12:57,00:30:38,00:04:11,00:38:08
S5 2023 London,male,GBR,35-39,open,01:13:01,00:28:36,00:04:38,00:39:47
S5 2023 London,male,GBR,35-39,open,01:13:02,00:31:04,00:03:59,00:37:59
S5 2023 London,male,GBR,50-54,open,01:13:05,00:34:16,00:03:43,00:35:06
S5 2023 London,male,GBR,35-39,open,01:13:11,00:32:40,00:03:33,00:36:58
S5 2023 London,male,GBR,35-39,open,01:13:16,00:29:30,00:04:35,00:39:11
S5 2023 London,male,ESP,35-39,open,01:13:20,00:30:25,00:04:17,00:38:38
S5 2023 London,male,GBR,50-54,open,01:13:28,00:28:55,00:04:43,00:39:50
S5 2023 London,male,GBR,35-39,open,01:13:39,00:30:44,00:04:10,00:38:45
S5 2023 London,male,GBR,35-39,open,01:13:45,00:30:17,00:04:56,00:38:32
S5 2023 London,male,USA,25-29,open,01:13:46,00:28:29,00:04:30,00:40:47
S5 2023 London,male,GBR,30-34,open,01:13:57,00:30:39,00:04:35,00:38:43
S5 2023 London,male,GBR,30-34,open,01:13:58,00:32:09,00:03:58,00:37:51
S5 2023 London,male,GBR,30-34,open,01:14:03,00:29:14,00:04:36,00:40:13
S5 2023 London,male,GBR,35-39,open,01:14:11,00:32:00,00:03:44,00:38:27
S5 2023 London,male,GBR,40-44,open,01:14:13,00:30:29,00:06:02,00:37:42
S5 2023 London,male,GBR,16-24,open,01:14:15,00:31:43,00:05:03,00:37:29
S5 2023 London,male,GBR,35-39,open,01:14:16,00:32:34,00:04:11,00:37:31
S5 2023 London,male,GBR,30-34,open,01:14:18,00:29:50,00:04:23,00:40:05
S5 2023 London,male,GBR,35-39,open,01:14:21,00:29:31,00:04:20,00:40:30
S5 2023 London,male,GBR,35-39,open,01:14:23,00:29:34,00:06:11,00:38:38
S5 2023 London,male,GBR,50-54,open,01:14:29,00:31:08,00:04:35,00:38:46
S5 2023 London,male,GBR,30-34,open,01:14:43,00:29:00,00:04:46,00:40:57
S5 2023 London,male,GBR,25-29,open,01:14:48,00:30:19,00:06:08,00:38:21
S5 2023 London,male,GBR,30-34,open,01:15:02,00:28:55,00:04:23,00:41:44
S5 2023 London,male,GBR,30-34,open,01:11:01,00:28:03,00:04:54,00:38:04
S5 2023 London,male,GBR,35-39,open,01:11:03,00:29:57,00:04:12,00:36:54
S5 2023 London,male,GBR,25-29,open,01:11:08,00:30:39,00:03:57,00:36:32
S5 2023 London,male,GBR,40-44,open,01:11:12,00:29:30,00:04:21,00:37:21
S5 2023 London,male,GBR,35-39,open,01:11:14,00:29:45,00:04:21,00:37:08
S5 2023 London,male,GBR,35-39,open,01:11:20,00:31:24,00:04:30,00:35:26
S5 2023 London,male,GBR,25-29,open,01:11:28,00:31:48,00:05:48,00:33:52
S5 2023 London,male,GBR,30-34,open,01:11:33,00:30:24,00:04:06,00:37:03
S5 2023 London,male,GBR,35-39,open,01:11:38,00:28:12,00:05:38,00:37:48
S5 2023 London,male,GBR,30-34,open,01:11:42,00:29:32,00:04:20,00:37:50
S5 2023 London,male,GBR,35-39,open,01:11:46,00:30:27,00:06:08,00:35:11
S5 2023 London,male,GBR,40-44,open,01:11:50,00:31:32,00:04:18,00:36:00
S5 2023 London,male,GBR,50-54,open,01:11:51,00:31:34,00:04:20,00:35:57
S5 2023 London,male,GBR,30-34,open,01:12:04,00:29:16,00:04:14,00:38:34
S5 2023 London,male,GBR,40-44,open,01:12:11,00:35:22,00:05:11,00:31:38
S5 2023 London,male,GBR,35-39,open,01:12:12,00:28:58,00:04:43,00:38:31
S5 2023 London,male,GBR,25-29,open,01:12:28,00:30:50,00:04:13,00:37:25
S5 2023 London,male,GBR,30-34,open,01:12:30,00:31:45,00:03:58,00:36:47
S5 2023 London,male,GBR,40-44,open,01:12:31,00:30:51,00:04:01,00:37:39
S5 2023 London,male,GBR,40-44,open,01:12:34,00:31:33,00:03:56,00:37:05
S5 2023 London,male,FRA,40-44,open,01:12:35,00:27:38,00:03:54,00:41:03
S5 2023 London,male,GBR,40-44,open,01:12:36,00:32:20,00:04:06,00:36:10
S5 2023 London,male,GBR,40-44,open,01:12:45,00:28:27,00:03:56,00:40:22
S5 2023 London,male,GBR,40-44,open,01:12:52,00:30:30,00:05:02,00:37:20
S5 2023 London,male,GBR,35-39,open,01:12:54,00:29:34,00:04:11,00:39:09
S5 2023 London,male,GBR,30-34,open,01:12:59,00:31:55,00:03:43,00:37:21
S5 2023 London,male,GBR,25-29,open,01:13:01,00:32:18,00:05:00,00:35:43
S5 2023 London,male,GBR,35-39,open,01:13:04,00:29:46,00:05:13,00:38:05
S5 2023 London,male,GBR,50-54,open,01:13:10,00:32:02,00:04:19,00:36:49
S5 2023 London,male,GBR,30-34,open,01:13:13,00:26:56,00:04:45,00:41:32
S5 2023 London,male,GBR,25-29,open,01:13:16,00:29:09,00:04:28,00:39:39
S5 2023 London,male,GBR,50-54,open,01:13:22,00:34:38,00:04:07,00:34:37
S5 2023 London,male,GBR,30-34,open,01:13:26,00:28:29,00:05:04,00:39:53
S5 2023 London,male,GBR,30-34,open,01:13:32,00:30:56,00:05:08,00:37:28
S5 2023 London,male,GBR,25-29,open,01:13:39,00:28:15,00:04:09,00:41:15
S5 2023 London,male,NZL,16-24,open,01:13:45,00:33:49,00:04:14,00:35:42
S5 2023 London,male,ITA,45-49,open,01:13:46,00:30:14,00:04:07,00:39:25
S5 2023 London,male,GBR,50-54,open,01:13:58,00:32:35,00:05:00,00:36:23
S5 2023 London,male,GBR,35-39,open,01:14:03,00:30:07,00:04:17,00:39:39
S5 2023 London,male,GBR,25-29,open,01:14:10,00:31:17,00:04:44,00:38:09
S5 2023 London,male,GBR,30-34,open,01:14:13,00:31:26,00:04:08,00:38:39
S5 2023 London,male,NED,50-54,open,01:14:13,00:31:53,00:04:02,00:38:18
S5 2023 London,male,GBR,50-54,open,01:14:16,00:34:35,00:05:00,00:34:41
S5 2023 London,male,GBR,30-34,open,01:14:17,00:27:52,00:04:25,00:42:00
S5 2023 London,male,GBR,35-39,open,01:14:18,00:35:06,00:05:24,00:33:48
S5 2023 London,male,GBR,40-44,open,01:14:22,00:30:52,00:04:30,00:39:00
S5 2023 London,male,GBR,25-29,open,01:14:28,00:32:14,00:04:47,00:37:27
S5 2023 London,male,GBR,30-34,open,01:14:35,00:29:29,00:04:36,00:40:30
S5 2023 London,male,GBR,30-34,open,01:14:44,00:33:11,00:04:05,00:37:28
S5 2023 London,male,GBR,30-34,open,01:14:52,00:30:09,00:04:50,00:39:53
S5 2023 London,male,GBR,30-34,open,01:15:04,00:29:49,00:04:06,00:41:09
S5 2023 London,male,GBR,25-29,open,01:15:09,00:32:11,00:06:13,00:36:45
S5 2023 London,male,GBR,45-49,open,01:15:09,00:32:07,00:05:05,00:37:57
S5 2023 London,male,GBR,35-39,open,01:15:17,00:33:04,00:04:13,00:38:00
S5 2023 London,male,GBR,35-39,open,01:15:20,00:33:57,00:05:01,00:36:22
S5 2023 London,male,POL,16-24,open,01:15:23,00:29:28,00:05:12,00:40:43
S5 2023 London,male,GBR,35-39,open,01:15:26,00:29:52,00:04:37,00:40:57
S5 2023 London,male,GBR,25-29,open,01:15:33,00:29:33,00:06:38,00:39:22
S5 2023 London,male,GBR,35-39,open,01:15:39,00:31:38,00:04:57,00:39:04
S5 2023 London,male,GBR,16-24,open,01:15:42,00:31:04,00:04:44,00:39:54
S5 2023 London,male,GBR,35-39,open,01:15:50,00:32:10,00:05:20,00:38:20
S5 2023 London,male,GBR,45-49,open,01:15:51,00:31:24,00:03:52,00:40:35
S5 2023 London,male,UAE,40-44,open,01:15:53,00:35:21,00:04:27,00:36:05
S5 2023 London,male,GBR,40-44,open,01:15:55,00:33:47,00:04:45,00:37:23
S5 2023 London,male,GBR,30-34,open,01:15:57,00:33:00,00:05:19,00:37:38
S5 2023 London,male,GBR,50-54,open,01:16:06,00:33:00,00:04:42,00:38:24
S5 2023 London,male,GBR,30-34,open,01:16:08,00:31:13,00:04:19,00:40:36
S5 2023 London,male,GBR,35-39,open,01:16:11,00:31:33,00:04:38,00:40:00
S5 2023 London,male,GBR,16-24,open,01:16:17,00:32:01,00:04:58,00:39:18
S5 2023 London,male,GBR,35-39,open,01:16:25,00:29:59,00:05:28,00:40:58
S5 2023 London,male,GBR,16-24,open,01:16:32,00:29:59,00:04:27,00:42:06
S5 2023 London,male,GBR,40-44,open,01:16:33,00:35:46,00:04:16,00:36:31
S5 2023 London,male,GBR,35-39,open,01:16:35,00:34:00,00:05:57,00:36:38
S5 2023 London,male,GBR,35-39,open,01:16:37,00:31:18,00:04:38,00:40:41
S5 2023 London,male,GBR,40-44,open,01:16:42,00:33:09,00:04:47,00:38:46
S5 2023 London,male,IRL,55-59,open,01:16:44,00:36:05,00:03:10,00:37:29
S5 2023 London,male,GBR,40-44,open,01:16:45,00:33:44,00:04:25,00:38:36
S5 2023 London,male,GBR,30-34,open,01:16:47,00:30:56,00:04:45,00:41:06
S5 2023 London,male,GBR,35-39,open,01:16:52,00:35:04,00:04:54,00:36:54
S5 2023 London,male,GBR,25-29,open,01:16:58,00:26:51,00:03:34,00:46:33
S5 2023 London,male,GBR,45-49,open,01:17:09,00:33:17,00:04:57,00:38:55
S5 2023 London,male,GBR,40-44,open,01:17:10,00:33:00,00:04:18,00:39:52
S5 2023 London,male,GBR,45-49,open,01:17:14,00:31:48,00:05:00,00:40:26
S5 2023 London,male,GBR,16-24,open,01:17:15,00:34:16,00:04:59,00:38:00
S5 2023 London,male,GBR,40-44,open,01:17:22,00:33:08,00:04:35,00:39:39
S5 2023 London,male,GBR,35-39,open,01:17:24,00:34:06,00:05:10,00:38:08
S5 2023 London,male,GBR,40-44,open,01:17:31,00:32:49,00:05:19,00:39:23
S5 2023 London,male,GBR,30-34,open,01:17:34,00:37:29,00:05:30,00:34:35
S5 2023 London,male,GBR,35-39,open,01:17:39,00:33:18,00:05:19,00:39:02
S5 2023 London,male,GBR,50-54,open,01:17:44,00:35:14,00:04:57,00:37:33
S5 2023 London,male,GBR,35-39,open,01:17:45,00:32:25,00:04:13,00:41:07
S5 2023 London,male,GBR,30-34,open,01:17:48,00:34:23,00:04:56,00:38:29
S5 2023 London,male,GBR,35-39,open,01:17:54,00:33:24,00:04:49,00:39:41
S5 2023 London,male,GBR,40-44,open,01:17:55,00:30:48,00:06:30,00:40:37
S5 2023 London,male,GBR,30-34,open,01:17:59,00:35:21,00:05:12,00:37:26
S5 2023 London,male,GBR,25-29,open,01:18:05,00:34:29,00:05:10,00:38:26
S5 2023 London,male,GBR,25-29,open,01:18:11,00:32:05,00:05:24,00:40:42
S5 2023 London,male,GBR,40-44,open,01:18:14,00:36:29,00:04:43,00:37:02
S5 2023 London,male,GBR,30-34,open,01:18:15,00:33:22,00:04:10,00:40:43
S5 2023 London,male,GBR,35-39,open,01:18:16,00:33:41,00:04:05,00:40:30
S5 2023 London,male,GBR,45-49,open,01:15:02,00:30:05,00:04:22,00:40:35
S5 2023 London,male,GBR,30-34,open,01:15:06,00:31:07,00:04:23,00:39:36
S5 2023 London,male,GBR,50-54,open,01:15:09,00:30:41,00:04:27,00:40:01
S5 2023 London,male,GBR,30-34,open,01:15:14,00:29:21,00:05:09,00:40:44
S5 2023 London,male,GBR,30-34,open,01:15:19,00:31:42,00:04:08,00:39:29
S5 2023 London,male,GBR,35-39,open,01:15:22,00:31:23,00:03:59,00:40:00
S5 2023 London,male,GBR,45-49,open,01:15:25,00:29:24,00:04:28,00:41:33
S5 2023 London,male,GBR,40-44,open,01:15:31,00:32:32,00:04:14,00:38:45
S5 2023 London,male,GBR,50-54,open,01:15:36,00:32:04,00:04:09,00:39:23
S5 2023 London,male,GBR,45-49,open,01:15:41,00:31:43,00:04:11,00:39:47
S5 2023 London,male,GBR,35-39,open,01:15:46,00:34:13,00:04:23,00:37:10
S5 2023 London,male,GBR,30-34,open,01:15:51,00:35:51,00:04:20,00:35:40
S5 2023 London,male,GBR,45-49,open,01:15:52,00:35:23,00:04:10,00:36:19
S5 2023 London,male,GBR,35-39,open,01:15:53,00:32:11,00:04:21,00:39:21
S5 2023 London,male,GBR,30-34,open,01:15:55,00:31:55,00:05:13,00:38:47
S5 2023 London,male,GBR,25-29,open,01:16:00,00:30:02,00:05:13,00:40:45
S5 2023 London,male,GBR,35-39,open,01:16:07,00:33:46,00:03:56,00:38:25
S5 2023 London,male,GBR,30-34,open,01:16:08,00:30:31,00:04:35,00:41:02
S5 2023 London,male,GBR,25-29,open,01:16:15,00:30:02,00:05:34,00:40:39
S5 2023 London,male,GBR,45-49,open,01:16:18,00:33:49,00:03:58,00:38:31
S5 2023 London,male,GBR,30-34,open,01:16:30,00:33:34,00:04:06,00:38:50
S5 2023 London,male,GBR,50-54,open,01:16:33,00:31:40,00:05:53,00:39:00
S5 2023 London,male,GBR,30-34,open,01:16:34,00:33:30,00:04:26,00:38:38
S5 2023 London,male,GBR,45-49,open,01:16:37,00:32:48,00:04:16,00:39:33
S5 2023 London,male,GBR,25-29,open,01:16:40,00:34:31,00:05:08,00:37:01
S5 2023 London,male,GBR,30-34,open,01:16:43,00:35:51,00:05:20,00:35:32
S5 2023 London,male,BRA,30-34,open,01:16:44,00:31:20,00:05:14,00:40:10
S5 2023 London,male,GBR,35-39,open,01:16:45,00:31:29,00:05:01,00:40:15
S5 2023 London,male,GBR,25-29,open,01:16:52,00:34:41,00:04:20,00:37:51
S5 2023 London,male,GBR,45-49,open,01:16:57,00:34:47,00:04:36,00:37:34
S5 2023 London,male,GBR,30-34,open,01:17:03,00:33:51,00:04:28,00:38:44
S5 2023 London,male,GBR,30-34,open,01:17:09,00:31:03,00:04:22,00:41:44
S5 2023 London,male,GBR,30-34,open,01:17:11,00:30:11,00:05:59,00:41:01
